"ID"                      ,"AUTHOR"     ,"FILENAME"                 ,"DATEEXECUTED"           ,"ORDEREXECUTED","EXECTYPE","MD5SUM"                            ,"DESCRIPTION"              ,"COMMENTS","TAG","LIQUIBASE","CONTEXTS","LABELS"
"Create and load all data","Jim Barrows","./database_change_log.yml","2020-12-11T21:39:24.336","1"            ,"EXECUTED","7:054108cfaa1c32e2bb45aed96fec5f68","sqlFile; sqlFile; sqlFile",          ,""   ,"3.5.3"    ,"()"      ,""      ,"7744364295"
